,context?,vocab,max_len,avg accuracy,avg sender entropy,avg loss,avg mex len,mean number messages per class
0,no,10,2,0.8370460787305463,0.8215287954306789,0.2934788314054609,3.0,25.0
1,yes,10,2,0.8260604211168752,1.053210286149384,0.33929161734700725,2.9807750991760757,41.0
