,context?,vocab,max_len,avg accuracy,avg sender entropy,avg loss,avg mex len,mean number messages per class
0,no,10,6,0.8483368935001526,1.610645706028992,0.27529146980449576,6.49740616417455,187.0
1,yes,10,6,0.5627097955447056,2.29802151485882,0.689585017455872,4.201708880073237,209.0
