,context?,vocab,max_len,avg accuracy,avg sender entropy,avg loss,avg mex len,mean number messages per class
0,no,100,6,0.5151052792187977,4.598150312955109,0.6931008043033087,6.9896246566982,613.0
1,yes,100,6,0.5126640219713152,4.5973476330463505,0.6928239086796898,6.891364052487031,814.0
