,context?,vocab,max_len,avg accuracy,avg sender entropy,avg loss,avg mex len,mean number messages per class
0,no,5,10,0.8593225511138236,0.8825593833829486,0.27838122360093254,8.305767470247178,353.0
1,yes,5,10,0.8153799206591394,0.9037527228073383,0.34620115366327875,8.04485810192249,503.0
